Position,D1_1,D12_1,N2_D6_1
15296,7.79E-01,7.01E-01,-2.88E-01
15297,7.79E-01,7.02E-01,-2.87E-01
15298,7.79E-01,7.02E-01,-2.87E-01
15299,7.80E-01,7.02E-01,-2.88E-01
15300,7.80E-01,7.02E-01,-2.88E-01
15301,7.80E-01,7.03E-01,-2.88E-01
15302,7.79E-01,7.03E-01,-2.88E-01
15303,7.80E-01,7.01E-01,-2.88E-01
15304,7.80E-01,7.02E-01,-2.88E-01
15305,7.81E-01,7.02E-01,-2.89E-01
15306,7.81E-01,7.02E-01,-2.88E-01
15307,7.81E-01,7.02E-01,-2.89E-01
15308,7.81E-01,7.02E-01,-2.89E-01
15309,7.81E-01,7.01E-01,-2.88E-01
15310,7.81E-01,7.01E-01,-2.88E-01
15311,7.82E-01,7.02E-01,-2.89E-01
15312,7.81E-01,7.02E-01,-2.89E-01
15313,7.82E-01,7.02E-01,-2.88E-01
15314,7.84E-01,7.02E-01,-2.89E-01
15315,7.82E-01,7.02E-01,-2.88E-01
15316,7.82E-01,7.02E-01,-2.89E-01
15317,7.84E-01,7.01E-01,-2.89E-01
15318,7.84E-01,7.01E-01,-2.89E-01
15319,7.84E-01,7.01E-01,-2.88E-01
15320,7.84E-01,7.02E-01,-2.89E-01
15321,7.84E-01,7.02E-01,-2.88E-01
15322,7.84E-01,7.02E-01,-2.89E-01
15323,7.85E-01,7.01E-01,-2.88E-01
15324,7.85E-01,7.01E-01,-2.89E-01
15325,7.85E-01,7.03E-01,-2.89E-01
15326,7.86E-01,7.01E-01,-2.89E-01
15327,7.85E-01,7.02E-01,-2.88E-01
15328,7.86E-01,7.02E-01,-2.89E-01
15329,7.86E-01,7.02E-01,-2.89E-01
15330,7.86E-01,7.02E-01,-2.89E-01
15331,7.86E-01,6.99E-01,-2.88E-01
15332,7.87E-01,7.01E-01,-2.88E-01
15333,7.87E-01,7.02E-01,-2.88E-01
15334,7.87E-01,7.01E-01,-2.89E-01
15335,7.89E-01,7.01E-01,-2.89E-01
15336,7.89E-01,7.02E-01,-2.89E-01
15337,7.89E-01,7.01E-01,-2.89E-01
15338,7.89E-01,7.02E-01,-2.91E-01
15339,7.89E-01,7.01E-01,-2.89E-01
15340,7.89E-01,7.01E-01,-2.89E-01
15341,7.89E-01,7.01E-01,-2.89E-01
15342,7.89E-01,7.01E-01,-2.89E-01
15343,7.91E-01,6.99E-01,-2.91E-01
15344,7.89E-01,7.01E-01,-2.89E-01
15345,7.90E-01,7.01E-01,-2.89E-01
15346,7.89E-01,7.01E-01,-2.89E-01
15347,7.90E-01,7.02E-01,-2.91E-01
15348,7.90E-01,7.02E-01,-2.89E-01
15349,7.90E-01,7.01E-01,-2.91E-01
15350,7.90E-01,7.01E-01,-2.89E-01
15351,7.90E-01,7.02E-01,-2.89E-01
15352,7.91E-01,7.01E-01,-2.89E-01
15353,7.90E-01,7.01E-01,-2.91E-01
15354,7.91E-01,6.99E-01,-2.92E-01
15355,7.91E-01,7.01E-01,-2.91E-01
15356,7.91E-01,7.01E-01,-2.91E-01
15357,7.91E-01,7.01E-01,-2.92E-01
15358,7.92E-01,7.02E-01,-2.91E-01
15359,7.92E-01,7.02E-01,-2.91E-01
15360,7.91E-01,7.01E-01,-2.91E-01
15361,7.92E-01,7.01E-01,-2.92E-01
15362,7.92E-01,7.02E-01,-2.91E-01
15363,7.92E-01,7.01E-01,-2.91E-01
15364,7.92E-01,7.01E-01,-2.92E-01
15365,7.92E-01,7.02E-01,-2.92E-01
15366,7.92E-01,7.02E-01,-2.91E-01
15367,7.92E-01,7.01E-01,-2.92E-01
15368,7.93E-01,7.02E-01,-2.92E-01
15369,7.92E-01,7.02E-01,-2.92E-01
15370,7.92E-01,7.01E-01,-2.93E-01
15371,7.92E-01,7.01E-01,-2.92E-01
15372,7.92E-01,7.01E-01,-2.92E-01
15373,7.93E-01,7.02E-01,-2.92E-01
15374,7.92E-01,7.01E-01,-2.92E-01
15375,7.92E-01,7.02E-01,-2.92E-01
15376,7.93E-01,7.01E-01,-2.93E-01
15377,7.93E-01,7.02E-01,-2.92E-01
15378,7.93E-01,7.01E-01,-2.93E-01
15379,7.95E-01,7.01E-01,-2.93E-01
15380,7.95E-01,7.02E-01,-2.92E-01
15381,7.93E-01,7.02E-01,-2.93E-01
15382,7.95E-01,7.01E-01,-2.93E-01
15383,7.95E-01,7.01E-01,-2.92E-01
15384,7.93E-01,7.01E-01,-2.94E-01
15385,7.93E-01,7.01E-01,-2.92E-01
15386,7.95E-01,7.01E-01,-2.93E-01
15387,7.95E-01,7.01E-01,-2.92E-01
15388,7.95E-01,7.01E-01,-2.92E-01
15389,7.95E-01,7.01E-01,-2.93E-01
15390,7.93E-01,7.01E-01,-2.94E-01
15391,7.93E-01,7.01E-01,-2.93E-01
15392,7.95E-01,7.03E-01,-2.94E-01
15393,7.95E-01,7.01E-01,-2.92E-01
15394,7.95E-01,7.01E-01,-2.94E-01
15395,7.95E-01,7.01E-01,-2.93E-01
15396,7.95E-01,7.01E-01,-2.92E-01
15397,7.96E-01,7.01E-01,-2.94E-01
15398,7.95E-01,7.01E-01,-2.93E-01
15399,7.96E-01,7.02E-01,-2.94E-01
15400,7.95E-01,7.02E-01,-2.93E-01
15401,7.95E-01,6.99E-01,-2.92E-01
15402,7.95E-01,7.01E-01,-2.94E-01
15403,7.93E-01,7.02E-01,-2.93E-01
15404,7.95E-01,7.01E-01,-2.93E-01
15405,7.95E-01,7.02E-01,-2.93E-01
15406,7.93E-01,7.02E-01,-2.94E-01
15407,7.95E-01,7.01E-01,-2.93E-01
15408,7.93E-01,7.01E-01,-2.94E-01
15409,7.95E-01,7.01E-01,-2.94E-01
15410,7.95E-01,7.02E-01,-2.94E-01
15411,7.95E-01,7.02E-01,-2.94E-01
15412,7.93E-01,7.01E-01,-2.94E-01
15413,7.95E-01,7.01E-01,-2.94E-01
15414,7.93E-01,7.01E-01,-2.94E-01
15415,7.93E-01,7.01E-01,-2.94E-01
15416,7.93E-01,7.01E-01,-2.94E-01
15417,7.93E-01,7.02E-01,-2.94E-01
15418,7.93E-01,7.01E-01,-2.94E-01
15419,7.93E-01,7.01E-01,-2.94E-01
15420,7.92E-01,7.01E-01,-2.94E-01
15421,7.92E-01,7.01E-01,-2.94E-01
15422,7.92E-01,7.02E-01,-2.94E-01
15423,7.93E-01,7.01E-01,-2.94E-01
15424,7.92E-01,7.01E-01,-2.95E-01
15425,7.92E-01,7.02E-01,-2.95E-01
15426,7.92E-01,7.01E-01,-2.94E-01
15427,7.92E-01,7.01E-01,-2.94E-01
15428,7.92E-01,7.01E-01,-2.94E-01
15429,7.93E-01,7.01E-01,-2.94E-01
15430,7.92E-01,7.01E-01,-2.95E-01
15431,7.92E-01,7.02E-01,-2.95E-01
15432,7.92E-01,7.01E-01,-2.95E-01
15433,7.92E-01,7.01E-01,-2.95E-01
15434,7.92E-01,6.99E-01,-2.95E-01
15435,7.92E-01,6.99E-01,-2.95E-01
15436,7.92E-01,7.01E-01,-2.95E-01
15437,7.91E-01,6.99E-01,-2.97E-01
15438,7.92E-01,6.98E-01,-2.97E-01
15439,7.92E-01,6.99E-01,-2.97E-01
15440,7.91E-01,7.01E-01,-2.97E-01
15441,7.91E-01,6.99E-01,-2.95E-01
15442,7.91E-01,6.99E-01,-2.97E-01
15443,7.90E-01,6.99E-01,-2.95E-01
15444,7.91E-01,6.99E-01,-2.97E-01
15445,7.92E-01,6.99E-01,-2.97E-01
15446,7.91E-01,7.01E-01,-2.97E-01
15447,7.91E-01,7.01E-01,-2.97E-01
15448,7.90E-01,6.99E-01,-2.97E-01
15449,7.91E-01,6.99E-01,-2.98E-01
15450,7.91E-01,6.99E-01,-2.98E-01
15451,7.90E-01,6.98E-01,-2.97E-01
15452,7.91E-01,6.99E-01,-2.97E-01
15453,7.90E-01,6.99E-01,-2.97E-01
15454,7.90E-01,6.99E-01,-2.98E-01
15455,7.91E-01,6.99E-01,-2.98E-01
15456,7.90E-01,6.99E-01,-2.97E-01
15457,7.90E-01,6.99E-01,-2.98E-01
15458,7.91E-01,6.99E-01,-2.98E-01
15459,7.90E-01,6.98E-01,-2.98E-01
15460,7.90E-01,6.99E-01,-2.98E-01
15461,7.90E-01,6.98E-01,-2.98E-01
15462,7.90E-01,6.98E-01,-2.98E-01
15463,7.89E-01,6.99E-01,-2.99E-01
15464,7.90E-01,6.98E-01,-2.98E-01
15465,7.90E-01,6.99E-01,-2.99E-01
15466,7.89E-01,6.98E-01,-2.98E-01
15467,7.89E-01,6.99E-01,-2.99E-01
15468,7.89E-01,6.98E-01,-2.98E-01
15469,7.89E-01,6.99E-01,-2.98E-01
15470,7.89E-01,6.99E-01,-2.99E-01
15471,7.89E-01,6.99E-01,-2.99E-01
15472,7.87E-01,6.98E-01,-2.99E-01
15473,7.87E-01,6.98E-01,-2.99E-01
15474,7.87E-01,6.99E-01,-3.00E-01
15475,7.87E-01,6.99E-01,-3.00E-01
15476,7.89E-01,6.98E-01,-3.00E-01
15477,7.87E-01,6.99E-01,-3.00E-01
15478,7.87E-01,6.99E-01,-3.00E-01
15479,7.87E-01,6.99E-01,-3.00E-01
15480,7.86E-01,6.99E-01,-3.00E-01
15481,7.85E-01,6.98E-01,-3.00E-01
15482,7.87E-01,6.99E-01,-3.00E-01
15483,7.86E-01,6.98E-01,-3.00E-01
15484,7.85E-01,6.99E-01,-3.00E-01
15485,7.85E-01,6.99E-01,-3.02E-01
15486,7.85E-01,6.99E-01,-3.02E-01
15487,7.85E-01,6.98E-01,-3.00E-01
15488,7.86E-01,6.99E-01,-3.00E-01
15489,7.85E-01,6.99E-01,-3.00E-01
15490,7.85E-01,6.99E-01,-3.02E-01
15491,7.85E-01,6.99E-01,-3.02E-01
15492,7.85E-01,6.99E-01,-3.02E-01
15493,7.84E-01,6.98E-01,-3.02E-01
15494,7.84E-01,6.99E-01,-3.02E-01
15495,7.82E-01,6.98E-01,-3.03E-01
15496,7.85E-01,6.99E-01,-3.02E-01
15497,7.84E-01,6.99E-01,-3.02E-01
15498,7.84E-01,6.99E-01,-3.02E-01
15499,7.82E-01,6.99E-01,-3.02E-01
15500,7.82E-01,6.99E-01,-3.02E-01
15501,7.82E-01,6.99E-01,-3.02E-01
15502,7.82E-01,6.99E-01,-3.03E-01
15503,7.82E-01,6.99E-01,-3.02E-01
15504,7.82E-01,6.99E-01,-3.02E-01
15505,7.82E-01,7.01E-01,-3.03E-01
15506,7.82E-01,6.99E-01,-3.03E-01
15507,7.80E-01,6.98E-01,-3.03E-01
15508,7.81E-01,6.99E-01,-3.03E-01
15509,7.81E-01,6.98E-01,-3.03E-01
15510,7.81E-01,6.98E-01,-3.02E-01
15511,7.80E-01,6.99E-01,-3.03E-01
15512,7.80E-01,6.99E-01,-3.03E-01
15513,7.80E-01,6.98E-01,-3.03E-01
15514,7.78E-01,6.98E-01,-3.03E-01
15515,7.80E-01,6.98E-01,-3.03E-01
15516,7.79E-01,6.99E-01,-3.03E-01
15517,7.79E-01,6.99E-01,-3.03E-01
15518,7.79E-01,6.99E-01,-3.02E-01
15519,7.78E-01,6.99E-01,-3.03E-01
15520,7.76E-01,6.99E-01,-3.04E-01
15521,7.78E-01,6.98E-01,-3.02E-01
15522,7.78E-01,6.99E-01,-3.04E-01
15523,7.78E-01,6.99E-01,-3.03E-01
15524,7.76E-01,6.99E-01,-3.03E-01
15525,7.75E-01,6.99E-01,-3.03E-01
15526,7.76E-01,6.98E-01,-3.03E-01
15527,7.75E-01,6.98E-01,-3.04E-01
15528,7.75E-01,6.99E-01,-3.03E-01
15529,7.74E-01,6.98E-01,-3.03E-01
15530,7.74E-01,6.99E-01,-3.03E-01
15531,7.73E-01,6.98E-01,-3.03E-01
15532,7.73E-01,6.99E-01,-3.03E-01
15533,7.73E-01,6.99E-01,-3.03E-01
15534,7.71E-01,6.99E-01,-3.04E-01
15535,7.71E-01,6.99E-01,-3.03E-01
15536,7.73E-01,6.98E-01,-3.03E-01
15537,7.73E-01,6.99E-01,-3.04E-01
15538,7.71E-01,6.99E-01,-3.04E-01
15539,7.70E-01,6.99E-01,-3.04E-01
15540,7.70E-01,6.98E-01,-3.03E-01
15541,7.69E-01,6.98E-01,-3.04E-01
15542,7.69E-01,6.98E-01,-3.04E-01
15543,7.68E-01,6.98E-01,-3.04E-01
15544,7.68E-01,6.98E-01,-3.04E-01
15545,7.68E-01,6.98E-01,-3.04E-01
15546,7.68E-01,6.98E-01,-3.05E-01
15547,7.68E-01,6.98E-01,-3.04E-01
15548,7.67E-01,6.98E-01,-3.05E-01
15549,7.67E-01,6.98E-01,-3.04E-01
15550,7.65E-01,6.98E-01,-3.05E-01
15551,7.67E-01,6.97E-01,-3.04E-01
15552,7.65E-01,6.98E-01,-3.04E-01
15553,7.65E-01,6.98E-01,-3.04E-01
15554,7.65E-01,6.97E-01,-3.04E-01
15555,7.64E-01,6.97E-01,-3.04E-01
15556,7.64E-01,6.97E-01,-3.05E-01
15557,7.64E-01,6.97E-01,-3.04E-01
15558,7.64E-01,6.98E-01,-3.05E-01
15559,7.63E-01,6.97E-01,-3.06E-01
15560,7.63E-01,6.98E-01,-3.05E-01
15561,7.63E-01,6.97E-01,-3.05E-01
15562,7.63E-01,6.97E-01,-3.05E-01
15563,7.62E-01,6.97E-01,-3.05E-01
15564,7.62E-01,6.98E-01,-3.05E-01
15565,7.62E-01,6.97E-01,-3.05E-01
15566,7.62E-01,6.96E-01,-3.04E-01
15567,7.62E-01,6.97E-01,-3.05E-01
15568,7.59E-01,6.96E-01,-3.06E-01
15569,7.61E-01,6.96E-01,-3.05E-01
15570,7.59E-01,6.97E-01,-3.06E-01
15571,7.61E-01,6.97E-01,-3.06E-01
15572,7.61E-01,6.96E-01,-3.05E-01
15573,7.59E-01,6.96E-01,-3.05E-01
15574,7.58E-01,6.96E-01,-3.06E-01
15575,7.59E-01,6.95E-01,-3.05E-01
15576,7.58E-01,6.97E-01,-3.06E-01
15577,7.59E-01,6.97E-01,-3.08E-01
15578,7.58E-01,6.97E-01,-3.06E-01
15579,7.57E-01,6.97E-01,-3.06E-01
15580,7.58E-01,6.97E-01,-3.08E-01
15581,7.57E-01,6.97E-01,-3.05E-01
15582,7.57E-01,6.97E-01,-3.06E-01
15583,7.57E-01,6.96E-01,-3.06E-01
15584,7.57E-01,6.96E-01,-3.06E-01
15585,7.57E-01,6.96E-01,-3.08E-01
15586,7.56E-01,6.96E-01,-3.06E-01
15587,7.56E-01,6.97E-01,-3.06E-01
15588,7.56E-01,6.96E-01,-3.08E-01
15589,7.56E-01,6.97E-01,-3.05E-01
15590,7.54E-01,6.96E-01,-3.08E-01
15591,7.54E-01,6.97E-01,-3.08E-01
15592,7.54E-01,6.96E-01,-3.09E-01
15593,7.54E-01,6.97E-01,-3.06E-01
15594,7.53E-01,6.96E-01,-3.08E-01
15595,7.53E-01,6.97E-01,-3.08E-01
15596,7.53E-01,6.97E-01,-3.08E-01
15597,7.53E-01,6.97E-01,-3.08E-01
15598,7.52E-01,6.96E-01,-3.09E-01
15599,7.52E-01,6.96E-01,-3.08E-01
15600,7.52E-01,6.95E-01,-3.08E-01
15601,7.52E-01,6.96E-01,-3.09E-01
15602,7.52E-01,6.96E-01,-3.09E-01
15603,7.52E-01,6.97E-01,-3.09E-01
15604,7.51E-01,6.97E-01,-3.10E-01
15605,7.51E-01,6.96E-01,-3.08E-01
15606,7.51E-01,6.95E-01,-3.09E-01
15607,7.50E-01,6.96E-01,-3.09E-01
15608,7.51E-01,6.97E-01,-3.10E-01
15609,7.50E-01,6.96E-01,-3.09E-01
15610,7.50E-01,6.97E-01,-3.09E-01
15611,7.50E-01,6.95E-01,-3.09E-01
15612,7.48E-01,6.96E-01,-3.08E-01
15613,7.48E-01,6.96E-01,-3.09E-01
15614,7.48E-01,6.96E-01,-3.08E-01
15615,7.47E-01,6.96E-01,-3.10E-01
15616,7.48E-01,6.96E-01,-3.09E-01
15617,7.50E-01,6.96E-01,-3.09E-01
15618,7.48E-01,6.96E-01,-3.09E-01
15619,7.47E-01,6.96E-01,-3.09E-01
15620,7.46E-01,6.95E-01,-3.10E-01
15621,7.46E-01,6.95E-01,-3.09E-01
15622,7.46E-01,6.96E-01,-3.09E-01
15623,7.47E-01,6.96E-01,-3.10E-01
15624,7.46E-01,6.95E-01,-3.09E-01
15625,7.45E-01,6.96E-01,-3.09E-01
15626,7.45E-01,6.96E-01,-3.10E-01
15627,7.45E-01,6.96E-01,-3.09E-01
15628,7.45E-01,6.96E-01,-3.08E-01
15629,7.43E-01,6.95E-01,-3.10E-01
15630,7.45E-01,6.95E-01,-3.09E-01
15631,7.45E-01,6.95E-01,-3.09E-01
15632,7.45E-01,6.95E-01,-3.08E-01
15633,7.45E-01,6.95E-01,-3.09E-01
15634,7.43E-01,6.96E-01,-3.10E-01
15635,7.43E-01,6.95E-01,-3.09E-01
15636,7.43E-01,6.95E-01,-3.09E-01
15637,7.43E-01,6.95E-01,-3.10E-01
15638,7.42E-01,6.95E-01,-3.09E-01
15639,7.41E-01,6.95E-01,-3.10E-01
15640,7.41E-01,6.93E-01,-3.10E-01
15641,7.41E-01,6.95E-01,-3.09E-01
15642,7.41E-01,6.95E-01,-3.09E-01
15643,7.41E-01,6.95E-01,-3.09E-01
15644,7.40E-01,6.96E-01,-3.09E-01
15645,7.42E-01,6.95E-01,-3.10E-01
15646,7.40E-01,6.95E-01,-3.09E-01
15647,7.40E-01,6.95E-01,-3.09E-01
15648,7.40E-01,6.95E-01,-3.09E-01
15649,7.39E-01,6.95E-01,-3.09E-01
15650,7.40E-01,6.95E-01,-3.10E-01
15651,7.40E-01,6.95E-01,-3.09E-01
15652,7.40E-01,6.95E-01,-3.10E-01
15653,7.39E-01,6.93E-01,-3.10E-01
15654,7.37E-01,6.95E-01,-3.09E-01
15655,7.37E-01,6.93E-01,-3.10E-01
15656,7.39E-01,6.95E-01,-3.09E-01
15657,7.37E-01,6.95E-01,-3.10E-01
15658,7.36E-01,6.95E-01,-3.10E-01
15659,7.36E-01,6.93E-01,-3.10E-01
15660,7.36E-01,6.95E-01,-3.09E-01
15661,7.36E-01,6.95E-01,-3.10E-01
15662,7.36E-01,6.95E-01,-3.10E-01
15663,7.36E-01,6.93E-01,-3.10E-01
15664,7.36E-01,6.95E-01,-3.10E-01
15665,7.35E-01,6.95E-01,-3.10E-01
15666,7.35E-01,6.95E-01,-3.10E-01
15667,7.34E-01,6.93E-01,-3.10E-01
15668,7.35E-01,6.95E-01,-3.11E-01
15669,7.34E-01,6.93E-01,-3.10E-01
15670,7.34E-01,6.93E-01,-3.11E-01
15671,7.34E-01,6.93E-01,-3.10E-01
15672,7.34E-01,6.93E-01,-3.10E-01
15673,7.32E-01,6.93E-01,-3.10E-01
15674,7.32E-01,6.93E-01,-3.11E-01
15675,7.34E-01,6.92E-01,-3.10E-01
15676,7.32E-01,6.95E-01,-3.10E-01
15677,7.32E-01,6.93E-01,-3.10E-01
15678,7.32E-01,6.93E-01,-3.10E-01
15679,7.31E-01,6.92E-01,-3.10E-01
15680,7.32E-01,6.92E-01,-3.10E-01
15681,7.31E-01,6.93E-01,-3.10E-01
15682,7.31E-01,6.92E-01,-3.11E-01
15683,7.31E-01,6.93E-01,-3.11E-01
15684,7.32E-01,6.93E-01,-3.11E-01
15685,7.31E-01,6.92E-01,-3.10E-01
15686,7.31E-01,6.93E-01,-3.10E-01
15687,7.31E-01,6.92E-01,-3.11E-01
15688,7.31E-01,6.92E-01,-3.10E-01
15689,7.31E-01,6.92E-01,-3.10E-01
15690,7.30E-01,6.93E-01,-3.10E-01
15691,7.31E-01,6.92E-01,-3.11E-01
15692,7.31E-01,6.92E-01,-3.10E-01
15693,7.30E-01,6.92E-01,-3.11E-01
15694,7.30E-01,6.93E-01,-3.11E-01
15695,7.30E-01,6.91E-01,-3.10E-01
15696,7.31E-01,6.92E-01,-3.11E-01
15697,7.30E-01,6.92E-01,-3.11E-01
15698,7.30E-01,6.92E-01,-3.11E-01
15699,7.30E-01,6.91E-01,-3.11E-01
15700,7.30E-01,6.92E-01,-3.11E-01
15701,7.30E-01,6.92E-01,-3.11E-01
15702,7.29E-01,6.92E-01,-3.11E-01
15703,7.30E-01,6.91E-01,-3.13E-01
15704,7.30E-01,6.91E-01,-3.14E-01
15705,7.30E-01,6.92E-01,-3.13E-01
15706,7.29E-01,6.92E-01,-3.13E-01
15707,7.29E-01,6.92E-01,-3.11E-01
15708,7.29E-01,6.92E-01,-3.11E-01
15709,7.29E-01,6.92E-01,-3.13E-01
15710,7.29E-01,6.92E-01,-3.11E-01
15711,7.30E-01,6.92E-01,-3.11E-01
15712,7.29E-01,6.92E-01,-3.11E-01
15713,7.28E-01,6.92E-01,-3.14E-01
15714,7.29E-01,6.92E-01,-3.11E-01
15715,7.29E-01,6.92E-01,-3.13E-01
15716,7.29E-01,6.92E-01,-3.13E-01
15717,7.28E-01,6.92E-01,-3.11E-01
15718,7.28E-01,6.91E-01,-3.13E-01
15719,7.29E-01,6.92E-01,-3.13E-01
15720,7.26E-01,6.92E-01,-3.11E-01
15721,7.28E-01,6.92E-01,-3.13E-01
15722,7.28E-01,6.91E-01,-3.13E-01
15723,7.28E-01,6.91E-01,-3.13E-01
15724,7.28E-01,6.92E-01,-3.13E-01
15725,7.28E-01,6.92E-01,-3.13E-01
15726,7.26E-01,6.92E-01,-3.13E-01
15727,7.26E-01,6.92E-01,-3.11E-01
15728,7.26E-01,6.92E-01,-3.13E-01
15729,7.26E-01,6.93E-01,-3.11E-01
15730,7.26E-01,6.92E-01,-3.13E-01
15731,7.26E-01,6.91E-01,-3.14E-01
15732,7.25E-01,6.92E-01,-3.13E-01
15733,7.25E-01,6.92E-01,-3.13E-01
15734,7.26E-01,6.92E-01,-3.14E-01
15735,7.26E-01,6.92E-01,-3.14E-01
15736,7.26E-01,6.92E-01,-3.11E-01
15737,7.25E-01,6.91E-01,-3.13E-01
15738,7.25E-01,6.91E-01,-3.14E-01
15739,7.25E-01,6.92E-01,-3.14E-01
15740,7.26E-01,6.91E-01,-3.13E-01
15741,7.26E-01,6.92E-01,-3.13E-01
15742,7.25E-01,6.92E-01,-3.13E-01
15743,7.25E-01,6.91E-01,-3.13E-01
15744,7.24E-01,6.91E-01,-3.13E-01
15745,7.25E-01,6.91E-01,-3.13E-01
15746,7.25E-01,6.92E-01,-3.13E-01
15747,7.25E-01,6.91E-01,-3.13E-01
15748,7.25E-01,6.92E-01,-3.11E-01
15749,7.24E-01,6.91E-01,-3.11E-01
15750,7.25E-01,6.91E-01,-3.13E-01
15751,7.25E-01,6.91E-01,-3.13E-01
15752,7.24E-01,6.92E-01,-3.11E-01
15753,7.25E-01,6.92E-01,-3.11E-01
15754,7.24E-01,6.92E-01,-3.14E-01
15755,7.24E-01,6.91E-01,-3.13E-01
15756,7.24E-01,6.91E-01,-3.11E-01
15757,7.24E-01,6.91E-01,-3.13E-01
15758,7.23E-01,6.92E-01,-3.11E-01
15759,7.24E-01,6.91E-01,-3.11E-01
15760,7.23E-01,6.92E-01,-3.11E-01
15761,7.24E-01,6.91E-01,-3.13E-01
15762,7.24E-01,6.91E-01,-3.11E-01
15763,7.24E-01,6.91E-01,-3.11E-01
15764,7.23E-01,6.91E-01,-3.13E-01
15765,7.23E-01,6.91E-01,-3.13E-01
15766,7.23E-01,6.92E-01,-3.13E-01
15767,7.23E-01,6.91E-01,-3.13E-01
15768,7.21E-01,6.91E-01,-3.11E-01
15769,7.23E-01,6.92E-01,-3.13E-01
15770,7.23E-01,6.91E-01,-3.13E-01
15771,7.21E-01,6.91E-01,-3.11E-01
15772,7.21E-01,6.91E-01,-3.11E-01
15773,7.21E-01,6.92E-01,-3.11E-01
15774,7.23E-01,6.91E-01,-3.13E-01
15775,7.23E-01,6.91E-01,-3.11E-01
15776,7.23E-01,6.91E-01,-3.11E-01
15777,7.21E-01,6.91E-01,-3.13E-01
15778,7.21E-01,6.91E-01,-3.11E-01
15779,7.20E-01,6.91E-01,-3.13E-01
15780,7.21E-01,6.91E-01,-3.13E-01
15781,7.20E-01,6.91E-01,-3.13E-01
15782,7.21E-01,6.91E-01,-3.13E-01
15783,7.21E-01,6.91E-01,-3.13E-01
15784,7.21E-01,6.90E-01,-3.11E-01
15785,7.20E-01,6.91E-01,-3.13E-01
15786,7.21E-01,6.91E-01,-3.13E-01
15787,7.20E-01,6.91E-01,-3.11E-01
15788,7.21E-01,6.91E-01,-3.13E-01
15789,7.20E-01,6.91E-01,-3.11E-01
15790,7.21E-01,6.90E-01,-3.11E-01
15791,7.21E-01,6.90E-01,-3.13E-01
15792,7.20E-01,6.90E-01,-3.13E-01
15793,7.20E-01,6.90E-01,-3.11E-01
15794,7.21E-01,6.90E-01,-3.13E-01
15795,7.20E-01,6.90E-01,-3.14E-01
15796,7.20E-01,6.91E-01,-3.10E-01
15797,7.21E-01,6.90E-01,-3.11E-01
15798,7.20E-01,6.90E-01,-3.13E-01
15799,7.20E-01,6.90E-01,-3.11E-01
15800,7.20E-01,6.91E-01,-3.13E-01
15801,7.20E-01,6.90E-01,-3.14E-01
15802,7.21E-01,6.90E-01,-3.13E-01
15803,7.20E-01,6.90E-01,-3.13E-01
15804,7.20E-01,6.88E-01,-3.13E-01
15805,7.20E-01,6.90E-01,-3.11E-01
15806,7.20E-01,6.90E-01,-3.13E-01
15807,7.20E-01,6.90E-01,-3.14E-01
15808,7.20E-01,6.90E-01,-3.13E-01
15809,7.20E-01,6.90E-01,-3.13E-01
15810,7.21E-01,6.90E-01,-3.13E-01
15811,7.21E-01,6.88E-01,-3.13E-01
15812,7.20E-01,6.90E-01,-3.13E-01
15813,7.21E-01,6.90E-01,-3.13E-01
15814,7.20E-01,6.90E-01,-3.11E-01
15815,7.20E-01,6.88E-01,-3.14E-01
15816,7.20E-01,6.88E-01,-3.14E-01
15817,7.20E-01,6.88E-01,-3.13E-01
15818,7.19E-01,6.88E-01,-3.14E-01
15819,7.20E-01,6.88E-01,-3.13E-01
15820,7.21E-01,6.88E-01,-3.13E-01
15821,7.20E-01,6.88E-01,-3.14E-01
15822,7.20E-01,6.88E-01,-3.13E-01
15823,7.20E-01,6.88E-01,-3.13E-01
15824,7.21E-01,6.88E-01,-3.13E-01
15825,7.20E-01,6.88E-01,-3.14E-01
15826,7.21E-01,6.88E-01,-3.14E-01
15827,7.20E-01,6.90E-01,-3.14E-01
15828,7.21E-01,6.90E-01,-3.14E-01
15829,7.21E-01,6.88E-01,-3.14E-01
15830,7.20E-01,6.90E-01,-3.14E-01
15831,7.21E-01,6.90E-01,-3.14E-01
15832,7.20E-01,6.88E-01,-3.14E-01
15833,7.21E-01,6.90E-01,-3.13E-01
15834,7.20E-01,6.88E-01,-3.14E-01
15835,7.21E-01,6.88E-01,-3.14E-01
15836,7.20E-01,6.90E-01,-3.14E-01
15837,7.21E-01,6.88E-01,-3.11E-01
15838,7.20E-01,6.90E-01,-3.13E-01
15839,7.20E-01,6.88E-01,-3.14E-01
15840,7.19E-01,6.88E-01,-3.13E-01
15841,7.20E-01,6.88E-01,-3.13E-01
15842,7.21E-01,6.88E-01,-3.14E-01
15843,7.20E-01,6.90E-01,-3.13E-01
15844,7.20E-01,6.88E-01,-3.13E-01
15845,7.20E-01,6.88E-01,-3.13E-01
15846,7.21E-01,6.90E-01,-3.14E-01
15847,7.21E-01,6.90E-01,-3.14E-01
15848,7.20E-01,6.88E-01,-3.14E-01
15849,7.19E-01,6.88E-01,-3.14E-01
15850,7.21E-01,6.88E-01,-3.13E-01
15851,7.21E-01,6.88E-01,-3.14E-01
15852,7.20E-01,6.91E-01,-3.13E-01
15853,7.19E-01,6.90E-01,-3.11E-01
15854,7.19E-01,6.90E-01,-3.14E-01
