Position,D1_1,D12_1,N2_D6_1
14737,7.34E-01,7.01E-01,-2.92E-01
14738,7.34E-01,7.02E-01,-2.93E-01
14739,7.35E-01,7.01E-01,-2.93E-01
14740,7.36E-01,7.01E-01,-2.92E-01
14741,7.34E-01,7.01E-01,-2.92E-01
14742,7.36E-01,6.99E-01,-2.92E-01
14743,7.35E-01,7.02E-01,-2.92E-01
14744,7.35E-01,6.99E-01,-2.93E-01
14745,7.36E-01,7.01E-01,-2.93E-01
14746,7.35E-01,7.02E-01,-2.94E-01
14747,7.36E-01,7.01E-01,-2.92E-01
14748,7.35E-01,7.01E-01,-2.92E-01
14749,7.36E-01,7.01E-01,-2.92E-01
14750,7.36E-01,7.01E-01,-2.92E-01
14751,7.36E-01,7.01E-01,-2.92E-01
14752,7.35E-01,7.01E-01,-2.93E-01
14753,7.36E-01,7.02E-01,-2.92E-01
14754,7.35E-01,7.01E-01,-2.93E-01
14755,7.35E-01,7.01E-01,-2.93E-01
14756,7.35E-01,7.01E-01,-2.93E-01
14757,7.36E-01,7.02E-01,-2.93E-01
14758,7.35E-01,7.01E-01,-2.93E-01
14759,7.36E-01,7.01E-01,-2.93E-01
14760,7.36E-01,7.01E-01,-2.93E-01
14761,7.35E-01,7.01E-01,-2.92E-01
14762,7.35E-01,7.01E-01,-2.93E-01
14763,7.36E-01,7.02E-01,-2.92E-01
14764,7.36E-01,7.02E-01,-2.93E-01
14765,7.36E-01,7.03E-01,-2.92E-01
14766,7.36E-01,7.02E-01,-2.93E-01
14767,7.36E-01,7.01E-01,-2.93E-01
14768,7.35E-01,7.01E-01,-2.93E-01
14769,7.35E-01,7.02E-01,-2.93E-01
14770,7.35E-01,7.02E-01,-2.93E-01
14771,7.35E-01,7.02E-01,-2.93E-01
14772,7.36E-01,7.02E-01,-2.93E-01
14773,7.34E-01,7.02E-01,-2.94E-01
14774,7.35E-01,7.02E-01,-2.93E-01
14775,7.35E-01,7.02E-01,-2.93E-01
14776,7.35E-01,7.02E-01,-2.93E-01
14777,7.35E-01,7.02E-01,-2.93E-01
14778,7.35E-01,7.02E-01,-2.93E-01
14779,7.36E-01,7.03E-01,-2.93E-01
14780,7.36E-01,7.01E-01,-2.92E-01
14781,7.35E-01,7.01E-01,-2.92E-01
14782,7.35E-01,7.03E-01,-2.93E-01
14783,7.35E-01,7.01E-01,-2.93E-01
14784,7.36E-01,7.02E-01,-2.93E-01
14785,7.36E-01,7.01E-01,-2.94E-01
14786,7.36E-01,7.02E-01,-2.93E-01
14787,7.36E-01,7.01E-01,-2.93E-01
14788,7.35E-01,7.02E-01,-2.93E-01
14789,7.35E-01,7.03E-01,-2.93E-01
14790,7.35E-01,7.02E-01,-2.93E-01
14791,7.36E-01,7.03E-01,-2.94E-01
14792,7.36E-01,7.02E-01,-2.94E-01
14793,7.35E-01,7.02E-01,-2.94E-01
14794,7.36E-01,7.03E-01,-2.93E-01
14795,7.35E-01,7.02E-01,-2.93E-01
14796,7.35E-01,7.01E-01,-2.93E-01
14797,7.35E-01,7.02E-01,-2.93E-01
14798,7.36E-01,7.02E-01,-2.94E-01
14799,7.36E-01,7.02E-01,-2.94E-01
14800,7.36E-01,7.02E-01,-2.93E-01
14801,7.36E-01,7.02E-01,-2.93E-01
14802,7.35E-01,7.02E-01,-2.93E-01
14803,7.35E-01,7.01E-01,-2.92E-01
14804,7.36E-01,7.02E-01,-2.93E-01
14805,7.36E-01,7.02E-01,-2.93E-01
14806,7.36E-01,7.03E-01,-2.93E-01
14807,7.36E-01,7.02E-01,-2.93E-01
14808,7.35E-01,7.02E-01,-2.92E-01
14809,7.36E-01,7.02E-01,-2.93E-01
14810,7.35E-01,7.03E-01,-2.93E-01
14811,7.35E-01,7.02E-01,-2.92E-01
14812,7.35E-01,7.03E-01,-2.93E-01
14813,7.35E-01,7.02E-01,-2.92E-01
14814,7.35E-01,7.01E-01,-2.92E-01
14815,7.36E-01,7.02E-01,-2.92E-01
14816,7.34E-01,7.02E-01,-2.93E-01
14817,7.35E-01,7.03E-01,-2.93E-01
14818,7.35E-01,7.02E-01,-2.92E-01
14819,7.36E-01,7.02E-01,-2.93E-01
14820,7.34E-01,7.02E-01,-2.92E-01
14821,7.35E-01,7.02E-01,-2.92E-01
14822,7.35E-01,7.01E-01,-2.92E-01
14823,7.36E-01,7.03E-01,-2.93E-01
14824,7.35E-01,7.02E-01,-2.93E-01
14825,7.35E-01,7.01E-01,-2.93E-01
14826,7.36E-01,7.01E-01,-2.93E-01
14827,7.35E-01,7.02E-01,-2.92E-01
14828,7.35E-01,7.01E-01,-2.92E-01
14829,7.35E-01,7.02E-01,-2.93E-01
14830,7.35E-01,7.03E-01,-2.92E-01
14831,7.35E-01,7.02E-01,-2.92E-01
14832,7.34E-01,7.03E-01,-2.92E-01
14833,7.35E-01,7.01E-01,-2.92E-01
14834,7.35E-01,7.01E-01,-2.93E-01
14835,7.34E-01,7.01E-01,-2.92E-01
14836,7.35E-01,7.01E-01,-2.92E-01
14837,7.35E-01,7.02E-01,-2.93E-01
14838,7.36E-01,7.01E-01,-2.92E-01
14839,7.35E-01,7.02E-01,-2.93E-01
14840,7.35E-01,7.01E-01,-2.93E-01
14841,7.34E-01,7.02E-01,-2.93E-01
14842,7.36E-01,7.01E-01,-2.92E-01
14843,7.36E-01,7.01E-01,-2.92E-01
14844,7.35E-01,7.01E-01,-2.92E-01
14845,7.36E-01,7.02E-01,-2.93E-01
14846,7.36E-01,7.02E-01,-2.93E-01
14847,7.36E-01,7.01E-01,-2.92E-01
14848,7.36E-01,7.01E-01,-2.93E-01
14849,7.35E-01,7.02E-01,-2.93E-01
14850,7.35E-01,7.02E-01,-2.93E-01
14851,7.35E-01,7.01E-01,-2.92E-01
14852,7.36E-01,7.02E-01,-2.94E-01
14853,7.36E-01,7.01E-01,-2.93E-01
14854,7.36E-01,7.01E-01,-2.93E-01
14855,7.36E-01,7.01E-01,-2.93E-01
14856,7.36E-01,7.02E-01,-2.93E-01
14857,7.36E-01,7.01E-01,-2.93E-01
14858,7.35E-01,7.01E-01,-2.93E-01
14859,7.36E-01,7.01E-01,-2.93E-01
14860,7.37E-01,6.99E-01,-2.92E-01
14861,7.36E-01,7.01E-01,-2.93E-01
14862,7.36E-01,7.01E-01,-2.92E-01
14863,7.36E-01,7.01E-01,-2.94E-01
14864,7.36E-01,7.02E-01,-2.94E-01
14865,7.36E-01,7.01E-01,-2.93E-01
14866,7.36E-01,7.02E-01,-2.92E-01
14867,7.36E-01,7.01E-01,-2.92E-01
14868,7.36E-01,6.99E-01,-2.93E-01
14869,7.36E-01,7.01E-01,-2.93E-01
14870,7.36E-01,7.01E-01,-2.93E-01
14871,7.37E-01,7.01E-01,-2.93E-01
14872,7.36E-01,7.02E-01,-2.92E-01
14873,7.36E-01,7.01E-01,-2.93E-01
14874,7.36E-01,7.01E-01,-2.94E-01
14875,7.36E-01,7.01E-01,-2.93E-01
14876,7.36E-01,7.01E-01,-2.92E-01
14877,7.37E-01,7.01E-01,-2.93E-01
14878,7.36E-01,7.01E-01,-2.93E-01
14879,7.35E-01,7.02E-01,-2.93E-01
14880,7.37E-01,7.01E-01,-2.93E-01
14881,7.36E-01,7.01E-01,-2.93E-01
14882,7.36E-01,7.01E-01,-2.93E-01
14883,7.36E-01,7.01E-01,-2.93E-01
14884,7.37E-01,7.01E-01,-2.93E-01
14885,7.36E-01,7.02E-01,-2.93E-01
14886,7.37E-01,7.02E-01,-2.93E-01
14887,7.36E-01,7.02E-01,-2.94E-01
14888,7.36E-01,7.01E-01,-2.93E-01
14889,7.37E-01,7.01E-01,-2.93E-01
14890,7.36E-01,7.02E-01,-2.93E-01
14891,7.37E-01,7.01E-01,-2.93E-01
14892,7.36E-01,7.01E-01,-2.93E-01
14893,7.37E-01,7.01E-01,-2.93E-01
14894,7.36E-01,7.01E-01,-2.93E-01
14895,7.37E-01,7.02E-01,-2.94E-01
14896,7.37E-01,7.02E-01,-2.93E-01
14897,7.36E-01,7.02E-01,-2.94E-01
14898,7.36E-01,7.02E-01,-2.93E-01
14899,7.37E-01,7.02E-01,-2.93E-01
14900,7.36E-01,7.02E-01,-2.93E-01
14901,7.37E-01,7.02E-01,-2.94E-01
14902,7.37E-01,7.02E-01,-2.93E-01
14903,7.37E-01,7.01E-01,-2.92E-01
14904,7.39E-01,7.01E-01,-2.92E-01
14905,7.37E-01,7.01E-01,-2.92E-01
14906,7.37E-01,7.01E-01,-2.93E-01
14907,7.37E-01,7.02E-01,-2.94E-01
14908,7.37E-01,7.01E-01,-2.93E-01
14909,7.37E-01,7.01E-01,-2.94E-01
14910,7.37E-01,7.02E-01,-2.93E-01
14911,7.37E-01,7.02E-01,-2.92E-01
14912,7.37E-01,7.01E-01,-2.92E-01
14913,7.37E-01,6.99E-01,-2.93E-01
14914,7.37E-01,7.01E-01,-2.93E-01
14915,7.37E-01,7.01E-01,-2.94E-01
14916,7.37E-01,7.02E-01,-2.93E-01
14917,7.37E-01,7.01E-01,-2.93E-01
14918,7.37E-01,7.02E-01,-2.93E-01
14919,7.39E-01,7.01E-01,-2.93E-01
14920,7.37E-01,7.01E-01,-2.93E-01
14921,7.37E-01,7.01E-01,-2.93E-01
14922,7.39E-01,7.02E-01,-2.92E-01
14923,7.37E-01,7.03E-01,-2.93E-01
14924,7.36E-01,7.02E-01,-2.93E-01
14925,7.39E-01,7.01E-01,-2.93E-01
14926,7.37E-01,7.02E-01,-2.93E-01
14927,7.37E-01,7.02E-01,-2.92E-01
14928,7.39E-01,7.02E-01,-2.92E-01
14929,7.37E-01,7.02E-01,-2.93E-01
14930,7.37E-01,7.02E-01,-2.93E-01
14931,7.37E-01,7.01E-01,-2.93E-01
14932,7.37E-01,7.01E-01,-2.93E-01
14933,7.37E-01,7.02E-01,-2.92E-01
14934,7.36E-01,7.02E-01,-2.93E-01
14935,7.37E-01,7.02E-01,-2.92E-01
14936,7.36E-01,7.02E-01,-2.92E-01
14937,7.37E-01,7.02E-01,-2.92E-01
14938,7.36E-01,7.02E-01,-2.93E-01
14939,7.36E-01,7.01E-01,-2.92E-01
14940,7.36E-01,7.01E-01,-2.93E-01
14941,7.37E-01,7.02E-01,-2.92E-01
14942,7.36E-01,7.02E-01,-2.93E-01
14943,7.36E-01,7.02E-01,-2.93E-01
14944,7.37E-01,7.02E-01,-2.92E-01
14945,7.37E-01,7.03E-01,-2.92E-01
14946,7.37E-01,7.01E-01,-2.92E-01
14947,7.37E-01,7.02E-01,-2.93E-01
14948,7.36E-01,7.02E-01,-2.93E-01
14949,7.37E-01,7.02E-01,-2.93E-01
14950,7.37E-01,7.01E-01,-2.93E-01
14951,7.37E-01,7.02E-01,-2.93E-01
14952,7.36E-01,7.02E-01,-2.92E-01
14953,7.37E-01,7.02E-01,-2.93E-01
14954,7.37E-01,7.01E-01,-2.92E-01
14955,7.37E-01,7.02E-01,-2.92E-01
14956,7.37E-01,7.02E-01,-2.92E-01
14957,7.37E-01,7.02E-01,-2.92E-01
14958,7.37E-01,7.02E-01,-2.93E-01
14959,7.39E-01,7.02E-01,-2.92E-01
14960,7.37E-01,7.01E-01,-2.92E-01
14961,7.37E-01,7.01E-01,-2.93E-01
14962,7.37E-01,7.01E-01,-2.92E-01
14963,7.37E-01,7.01E-01,-2.93E-01
14964,7.37E-01,7.02E-01,-2.92E-01
14965,7.37E-01,7.01E-01,-2.93E-01
14966,7.37E-01,7.01E-01,-2.93E-01
14967,7.37E-01,7.02E-01,-2.94E-01
14968,7.37E-01,7.01E-01,-2.93E-01
14969,7.37E-01,7.01E-01,-2.92E-01
14970,7.37E-01,7.02E-01,-2.93E-01
14971,7.37E-01,7.01E-01,-2.92E-01
14972,7.39E-01,7.02E-01,-2.93E-01
14973,7.37E-01,7.01E-01,-2.93E-01
14974,7.39E-01,7.01E-01,-2.93E-01
14975,7.37E-01,7.01E-01,-2.92E-01
14976,7.37E-01,7.02E-01,-2.93E-01
14977,7.39E-01,7.01E-01,-2.93E-01
14978,7.39E-01,7.01E-01,-2.92E-01
14979,7.39E-01,7.01E-01,-2.92E-01
14980,7.39E-01,7.01E-01,-2.92E-01
14981,7.40E-01,7.01E-01,-2.93E-01
14982,7.39E-01,7.01E-01,-2.93E-01
14983,7.39E-01,6.99E-01,-2.92E-01
14984,7.40E-01,7.01E-01,-2.93E-01
14985,7.39E-01,7.02E-01,-2.92E-01
14986,7.39E-01,7.01E-01,-2.93E-01
14987,7.39E-01,7.01E-01,-2.92E-01
14988,7.37E-01,7.01E-01,-2.92E-01
14989,7.39E-01,7.01E-01,-2.93E-01
14990,7.39E-01,7.01E-01,-2.93E-01
14991,7.39E-01,7.01E-01,-2.92E-01
14992,7.40E-01,7.01E-01,-2.93E-01
14993,7.40E-01,7.02E-01,-2.92E-01
14994,7.40E-01,7.01E-01,-2.93E-01
14995,7.40E-01,7.01E-01,-2.92E-01
14996,7.40E-01,7.01E-01,-2.93E-01
14997,7.39E-01,7.01E-01,-2.92E-01
14998,7.39E-01,7.01E-01,-2.93E-01
14999,7.39E-01,7.01E-01,-2.93E-01
15000,7.39E-01,7.01E-01,-2.93E-01
15001,7.39E-01,7.01E-01,-2.93E-01
15002,7.40E-01,7.01E-01,-2.92E-01
15003,7.39E-01,7.01E-01,-2.94E-01
15004,7.39E-01,7.01E-01,-2.92E-01
15005,7.40E-01,7.01E-01,-2.92E-01
15006,7.40E-01,7.01E-01,-2.93E-01
15007,7.40E-01,7.01E-01,-2.93E-01
15008,7.40E-01,7.01E-01,-2.92E-01
15009,7.39E-01,7.01E-01,-2.93E-01
15010,7.40E-01,7.01E-01,-2.93E-01
15011,7.40E-01,7.02E-01,-2.92E-01
15012,7.40E-01,7.02E-01,-2.92E-01
15013,7.40E-01,7.01E-01,-2.93E-01
15014,7.40E-01,7.01E-01,-2.93E-01
15015,7.40E-01,7.02E-01,-2.94E-01
15016,7.39E-01,7.01E-01,-2.93E-01
15017,7.40E-01,7.02E-01,-2.92E-01
15018,7.40E-01,7.01E-01,-2.93E-01
15019,7.40E-01,7.01E-01,-2.94E-01
15020,7.39E-01,6.99E-01,-2.92E-01
15021,7.40E-01,7.02E-01,-2.93E-01
15022,7.40E-01,7.02E-01,-2.92E-01
15023,7.40E-01,7.02E-01,-2.92E-01
15024,7.40E-01,7.01E-01,-2.93E-01
15025,7.40E-01,7.02E-01,-2.92E-01
15026,7.41E-01,7.01E-01,-2.92E-01
15027,7.40E-01,7.01E-01,-2.92E-01
15028,7.41E-01,7.01E-01,-2.92E-01
15029,7.40E-01,7.02E-01,-2.92E-01
15030,7.40E-01,7.02E-01,-2.92E-01
15031,7.40E-01,7.01E-01,-2.91E-01
15032,7.41E-01,7.01E-01,-2.93E-01
15033,7.41E-01,7.01E-01,-2.92E-01
15034,7.40E-01,7.01E-01,-2.93E-01
15035,7.41E-01,7.01E-01,-2.92E-01
15036,7.40E-01,7.01E-01,-2.93E-01
15037,7.41E-01,7.01E-01,-2.92E-01
15038,7.41E-01,7.02E-01,-2.92E-01
15039,7.41E-01,7.01E-01,-2.92E-01
15040,7.41E-01,7.01E-01,-2.92E-01
15041,7.41E-01,7.02E-01,-2.92E-01
15042,7.40E-01,7.01E-01,-2.92E-01
15043,7.41E-01,7.02E-01,-2.92E-01
15044,7.40E-01,7.02E-01,-2.92E-01
15045,7.41E-01,7.01E-01,-2.92E-01
15046,7.42E-01,7.01E-01,-2.91E-01
15047,7.42E-01,7.01E-01,-2.92E-01
15048,7.41E-01,7.01E-01,-2.93E-01
15049,7.41E-01,7.02E-01,-2.91E-01
15050,7.40E-01,7.01E-01,-2.91E-01
15051,7.40E-01,7.02E-01,-2.92E-01
15052,7.42E-01,7.01E-01,-2.92E-01
15053,7.42E-01,7.01E-01,-2.91E-01
15054,7.42E-01,7.02E-01,-2.92E-01
15055,7.41E-01,7.02E-01,-2.92E-01
15056,7.41E-01,7.01E-01,-2.92E-01
15057,7.41E-01,7.02E-01,-2.91E-01
15058,7.41E-01,7.01E-01,-2.92E-01
15059,7.41E-01,7.01E-01,-2.92E-01
15060,7.42E-01,7.02E-01,-2.91E-01
15061,7.42E-01,7.02E-01,-2.91E-01
15062,7.42E-01,7.02E-01,-2.91E-01
15063,7.41E-01,7.03E-01,-2.91E-01
15064,7.42E-01,7.02E-01,-2.92E-01
15065,7.42E-01,7.02E-01,-2.92E-01
15066,7.41E-01,7.01E-01,-2.91E-01
15067,7.41E-01,7.01E-01,-2.92E-01
15068,7.41E-01,7.01E-01,-2.92E-01
15069,7.42E-01,7.01E-01,-2.91E-01
15070,7.42E-01,7.01E-01,-2.92E-01
15071,7.42E-01,7.01E-01,-2.91E-01
15072,7.43E-01,7.01E-01,-2.93E-01
15073,7.42E-01,7.02E-01,-2.91E-01
15074,7.43E-01,7.02E-01,-2.92E-01
15075,7.42E-01,7.02E-01,-2.91E-01
15076,7.42E-01,7.02E-01,-2.92E-01
15077,7.43E-01,7.01E-01,-2.92E-01
15078,7.42E-01,7.01E-01,-2.92E-01
15079,7.42E-01,7.01E-01,-2.91E-01
15080,7.43E-01,7.01E-01,-2.91E-01
15081,7.43E-01,7.01E-01,-2.91E-01
15082,7.45E-01,7.01E-01,-2.91E-01
15083,7.43E-01,7.02E-01,-2.91E-01
15084,7.42E-01,7.01E-01,-2.91E-01
15085,7.43E-01,7.01E-01,-2.91E-01
15086,7.43E-01,7.01E-01,-2.92E-01
15087,7.43E-01,7.01E-01,-2.91E-01
15088,7.43E-01,7.01E-01,-2.92E-01
15089,7.43E-01,7.02E-01,-2.92E-01
15090,7.45E-01,6.99E-01,-2.91E-01
15091,7.45E-01,7.01E-01,-2.91E-01
15092,7.46E-01,7.01E-01,-2.91E-01
15093,7.46E-01,7.01E-01,-2.91E-01
15094,7.45E-01,7.01E-01,-2.91E-01
15095,7.45E-01,7.01E-01,-2.91E-01
15096,7.46E-01,7.01E-01,-2.91E-01
15097,7.46E-01,6.99E-01,-2.92E-01
15098,7.45E-01,7.01E-01,-2.91E-01
15099,7.46E-01,7.02E-01,-2.91E-01
15100,7.45E-01,6.99E-01,-2.91E-01
15101,7.45E-01,7.01E-01,-2.91E-01
15102,7.46E-01,7.01E-01,-2.91E-01
15103,7.45E-01,7.01E-01,-2.91E-01
15104,7.45E-01,7.01E-01,-2.91E-01
15105,7.46E-01,7.01E-01,-2.91E-01
15106,7.47E-01,6.99E-01,-2.91E-01
15107,7.46E-01,7.01E-01,-2.91E-01
15108,7.46E-01,7.01E-01,-2.92E-01
15109,7.46E-01,7.01E-01,-2.91E-01
15110,7.46E-01,7.01E-01,-2.91E-01
15111,7.46E-01,6.99E-01,-2.91E-01
15112,7.47E-01,6.99E-01,-2.92E-01
15113,7.47E-01,6.99E-01,-2.91E-01
15114,7.47E-01,7.01E-01,-2.91E-01
15115,7.46E-01,7.01E-01,-2.91E-01
15116,7.48E-01,7.01E-01,-2.91E-01
15117,7.48E-01,7.01E-01,-2.91E-01
15118,7.48E-01,7.01E-01,-2.89E-01
15119,7.46E-01,7.01E-01,-2.89E-01
15120,7.47E-01,7.01E-01,-2.92E-01
15121,7.47E-01,7.01E-01,-2.91E-01
15122,7.48E-01,7.01E-01,-2.91E-01
15123,7.48E-01,7.01E-01,-2.89E-01
15124,7.48E-01,6.99E-01,-2.91E-01
15125,7.48E-01,7.01E-01,-2.92E-01
15126,7.48E-01,7.02E-01,-2.89E-01
15127,7.48E-01,7.02E-01,-2.91E-01
15128,7.48E-01,7.01E-01,-2.91E-01
15129,7.48E-01,7.02E-01,-2.91E-01
15130,7.48E-01,7.01E-01,-2.91E-01
15131,7.48E-01,7.01E-01,-2.89E-01
15132,7.50E-01,7.01E-01,-2.91E-01
15133,7.50E-01,7.02E-01,-2.89E-01
15134,7.48E-01,7.01E-01,-2.91E-01
15135,7.50E-01,7.02E-01,-2.91E-01
15136,7.50E-01,7.02E-01,-2.91E-01
15137,7.51E-01,7.02E-01,-2.91E-01
15138,7.50E-01,7.01E-01,-2.91E-01
15139,7.50E-01,7.01E-01,-2.89E-01
15140,7.50E-01,7.01E-01,-2.89E-01
15141,7.50E-01,7.01E-01,-2.89E-01
15142,7.48E-01,7.02E-01,-2.91E-01
15143,7.51E-01,7.02E-01,-2.91E-01
15144,7.50E-01,7.01E-01,-2.89E-01
15145,7.51E-01,7.01E-01,-2.91E-01
15146,7.50E-01,7.02E-01,-2.91E-01
15147,7.51E-01,7.02E-01,-2.91E-01
15148,7.51E-01,7.02E-01,-2.89E-01
15149,7.52E-01,7.02E-01,-2.91E-01
15150,7.51E-01,7.02E-01,-2.91E-01
15151,7.51E-01,7.01E-01,-2.89E-01
15152,7.52E-01,7.01E-01,-2.89E-01
15153,7.51E-01,7.02E-01,-2.89E-01
15154,7.52E-01,7.01E-01,-2.89E-01
15155,7.52E-01,7.02E-01,-2.88E-01
15156,7.52E-01,7.02E-01,-2.89E-01
15157,7.51E-01,7.02E-01,-2.89E-01
15158,7.53E-01,7.02E-01,-2.91E-01
15159,7.53E-01,7.01E-01,-2.89E-01
15160,7.53E-01,7.01E-01,-2.89E-01
15161,7.52E-01,7.03E-01,-2.88E-01
15162,7.53E-01,7.02E-01,-2.89E-01
15163,7.53E-01,7.02E-01,-2.91E-01
15164,7.52E-01,7.02E-01,-2.89E-01
15165,7.53E-01,7.02E-01,-2.89E-01
15166,7.53E-01,7.01E-01,-2.89E-01
15167,7.53E-01,7.02E-01,-2.88E-01
15168,7.54E-01,7.02E-01,-2.89E-01
15169,7.53E-01,7.03E-01,-2.89E-01
15170,7.54E-01,7.01E-01,-2.89E-01
15171,7.53E-01,7.01E-01,-2.88E-01
15172,7.53E-01,7.01E-01,-2.89E-01
15173,7.54E-01,7.02E-01,-2.88E-01
15174,7.53E-01,7.02E-01,-2.89E-01
15175,7.54E-01,7.03E-01,-2.89E-01
15176,7.53E-01,7.02E-01,-2.88E-01
15177,7.56E-01,7.02E-01,-2.88E-01
15178,7.56E-01,7.01E-01,-2.89E-01
15179,7.56E-01,7.02E-01,-2.89E-01
15180,7.56E-01,7.02E-01,-2.89E-01
15181,7.56E-01,7.03E-01,-2.89E-01
15182,7.54E-01,7.02E-01,-2.88E-01
15183,7.56E-01,7.03E-01,-2.89E-01
15184,7.56E-01,7.01E-01,-2.88E-01
15185,7.57E-01,7.01E-01,-2.88E-01
15186,7.57E-01,7.02E-01,-2.88E-01
15187,7.57E-01,7.02E-01,-2.88E-01
15188,7.56E-01,7.01E-01,-2.87E-01
15189,7.56E-01,7.02E-01,-2.88E-01
15190,7.57E-01,7.02E-01,-2.88E-01
15191,7.57E-01,7.02E-01,-2.89E-01
15192,7.58E-01,7.02E-01,-2.88E-01
15193,7.58E-01,7.03E-01,-2.88E-01
15194,7.57E-01,7.03E-01,-2.88E-01
15195,7.58E-01,7.02E-01,-2.89E-01
15196,7.58E-01,7.02E-01,-2.88E-01
15197,7.58E-01,7.02E-01,-2.88E-01
15198,7.59E-01,7.01E-01,-2.88E-01
15199,7.59E-01,7.01E-01,-2.88E-01
15200,7.59E-01,7.03E-01,-2.89E-01
15201,7.59E-01,7.02E-01,-2.88E-01
15202,7.61E-01,7.02E-01,-2.88E-01
15203,7.59E-01,7.02E-01,-2.87E-01
15204,7.59E-01,7.01E-01,-2.87E-01
15205,7.59E-01,7.01E-01,-2.88E-01
15206,7.61E-01,7.01E-01,-2.88E-01
15207,7.59E-01,7.02E-01,-2.89E-01
15208,7.61E-01,7.01E-01,-2.88E-01
15209,7.62E-01,7.01E-01,-2.88E-01
15210,7.62E-01,7.01E-01,-2.88E-01
15211,7.62E-01,6.99E-01,-2.88E-01
15212,7.62E-01,7.02E-01,-2.88E-01
15213,7.62E-01,7.01E-01,-2.88E-01
15214,7.62E-01,7.01E-01,-2.87E-01
15215,7.62E-01,7.01E-01,-2.87E-01
15216,7.62E-01,7.01E-01,-2.88E-01
15217,7.63E-01,7.01E-01,-2.88E-01
15218,7.63E-01,7.01E-01,-2.88E-01
15219,7.64E-01,7.02E-01,-2.88E-01
15220,7.64E-01,7.01E-01,-2.88E-01
15221,7.63E-01,7.02E-01,-2.88E-01
15222,7.63E-01,7.01E-01,-2.88E-01
15223,7.64E-01,7.01E-01,-2.88E-01
15224,7.65E-01,7.01E-01,-2.88E-01
15225,7.64E-01,7.01E-01,-2.88E-01
15226,7.64E-01,7.02E-01,-2.89E-01
15227,7.64E-01,7.01E-01,-2.88E-01
15228,7.65E-01,7.01E-01,-2.88E-01
15229,7.64E-01,7.02E-01,-2.89E-01
15230,7.65E-01,7.01E-01,-2.88E-01
15231,7.65E-01,7.01E-01,-2.88E-01
15232,7.65E-01,7.01E-01,-2.89E-01
15233,7.65E-01,7.02E-01,-2.87E-01
15234,7.65E-01,7.01E-01,-2.88E-01
15235,7.64E-01,7.01E-01,-2.88E-01
15236,7.65E-01,7.01E-01,-2.88E-01
15237,7.65E-01,7.02E-01,-2.88E-01
15238,7.67E-01,7.02E-01,-2.88E-01
15239,7.68E-01,7.02E-01,-2.88E-01
15240,7.68E-01,7.01E-01,-2.88E-01
15241,7.68E-01,7.03E-01,-2.89E-01
15242,7.68E-01,7.02E-01,-2.88E-01
15243,7.68E-01,7.01E-01,-2.88E-01
15244,7.68E-01,7.01E-01,-2.88E-01
15245,7.68E-01,7.02E-01,-2.88E-01
15246,7.69E-01,7.01E-01,-2.88E-01
15247,7.69E-01,7.02E-01,-2.88E-01
15248,7.68E-01,7.03E-01,-2.88E-01
15249,7.69E-01,7.01E-01,-2.88E-01
15250,7.69E-01,7.01E-01,-2.88E-01
15251,7.69E-01,7.01E-01,-2.88E-01
15252,7.69E-01,7.03E-01,-2.88E-01
15253,7.70E-01,7.02E-01,-2.88E-01
15254,7.70E-01,7.01E-01,-2.88E-01
15255,7.69E-01,7.02E-01,-2.87E-01
15256,7.69E-01,7.02E-01,-2.87E-01
15257,7.70E-01,7.01E-01,-2.88E-01
15258,7.71E-01,7.01E-01,-2.88E-01
15259,7.70E-01,7.02E-01,-2.88E-01
15260,7.71E-01,7.02E-01,-2.88E-01
15261,7.70E-01,7.01E-01,-2.87E-01
15262,7.70E-01,7.02E-01,-2.88E-01
15263,7.73E-01,7.01E-01,-2.88E-01
15264,7.73E-01,7.01E-01,-2.88E-01
15265,7.71E-01,7.01E-01,-2.87E-01
15266,7.71E-01,7.02E-01,-2.88E-01
15267,7.73E-01,7.02E-01,-2.88E-01
15268,7.71E-01,7.01E-01,-2.87E-01
15269,7.73E-01,7.01E-01,-2.88E-01
15270,7.73E-01,7.01E-01,-2.87E-01
15271,7.73E-01,7.02E-01,-2.88E-01
15272,7.73E-01,7.02E-01,-2.88E-01
15273,7.73E-01,7.02E-01,-2.88E-01
15274,7.74E-01,7.01E-01,-2.88E-01
15275,7.74E-01,7.01E-01,-2.88E-01
15276,7.74E-01,7.01E-01,-2.88E-01
15277,7.75E-01,7.01E-01,-2.88E-01
15278,7.75E-01,7.01E-01,-2.87E-01
15279,7.74E-01,7.01E-01,-2.87E-01
15280,7.75E-01,7.02E-01,-2.88E-01
15281,7.75E-01,7.02E-01,-2.88E-01
15282,7.75E-01,7.02E-01,-2.88E-01
15283,7.75E-01,7.02E-01,-2.87E-01
15284,7.76E-01,7.01E-01,-2.88E-01
15285,7.76E-01,7.01E-01,-2.88E-01
15286,7.76E-01,7.02E-01,-2.87E-01
15287,7.76E-01,7.02E-01,-2.88E-01
15288,7.76E-01,7.01E-01,-2.89E-01
15289,7.78E-01,7.02E-01,-2.88E-01
15290,7.76E-01,7.02E-01,-2.88E-01
15291,7.78E-01,7.01E-01,-2.88E-01
15292,7.78E-01,7.02E-01,-2.88E-01
15293,7.78E-01,7.01E-01,-2.88E-01
15294,7.78E-01,7.02E-01,-2.88E-01
15295,7.79E-01,7.02E-01,-2.88E-01
