ORF,GFP_R12,rank_GFP,abs,rank_abs
YGR120C,0.26187,300,0.26187,662
YBR143C,0.261658,301,0.261658,663
YNL001W,0.261249,302,0.261249,664
YOR359W,-0.260817,5011,0.260817,665
YDR417C,-0.260703,5010,0.260703,666
YPL065W,-0.260401,5009,0.260401,667
YFL018C,-0.26027,5008,0.26027,668
YCR075W-A,-0.259781,5007,0.259781,669
YBR034C,-0.259744,5006,0.259744,670
YBR288C,0.259633,303,0.259633,671
YGR175C,0.259103,304,0.259103,672
YIL135C,0.25879,305,0.25879,673
YOR149C,-0.258702,5005,0.258702,674
YBL032W,-0.258542,5004,0.258542,675
YLR032W,-0.258476,5003,0.258476,676
YKL197C,-0.25765,5002,0.25765,677
YKL206C,0.257141,306,0.257141,678
YJL211C,-0.257066,5001,0.257066,679
YNL235C,-0.257056,5000,0.257056,680
YML035C,0.256702,307,0.256702,681
YHR121W,0.256586,308,0.256586,682
YPL143W,0.256395,309,0.256395,683
YBR221W-A,-0.25634,4999,0.25634,684
YPR179C,-0.255477,4998,0.255477,685
YMR151W,-0.255072,4997,0.255072,686
YML019W,-0.254965,4996,0.254965,687
YBL082C,-0.25449,4995,0.25449,688
YGR134W,0.25415,310,0.25415,689
YIL122W,0.254048,311,0.254048,690
YLR360W,-0.253862,4994,0.253862,691
YDL099W,-0.253529,4993,0.253529,692
YKL061W,-0.253493,4992,0.253493,693
YAL036C,0.2529,312,0.2529,694
YHR073W,-0.252785,4991,0.252785,695
YIL141W,-0.2527,4990,0.2527,696
YBR131W,-0.251946,4989,0.251946,697
YLR017W,0.251716,313,0.251716,698
YLR381W,-0.251458,4988,0.251458,699
YMR269W,-0.250719,4987,0.250719,700
YOL006C,-0.250244,4986,0.250244,701
YDR418W,-0.250215,4985,0.250215,702
YGL060W,-0.250037,4984,0.250037,703
YBL050W,0.249839,314,0.249839,704
YJR033C,0.249798,315,0.249798,705
YDR025W,0.249554,316,0.249554,706
YDL106C,-0.248966,4983,0.248966,707
YKL055C,-0.248469,4982,0.248469,708
YNR009W,-0.248388,4981,0.248388,709
YBR038W,0.248193,317,0.248193,710
YAL038W,-0.247768,4980,0.247768,711
YDR202C,0.247743,318,0.247743,712
YDR065W,-0.247712,4979,0.247712,713
YBR055C,0.247658,319,0.247658,714
YKR083C,-0.247596,4978,0.247596,715
YOR270C,0.24678,320,0.24678,716
YOL121C,0.2467,321,0.2467,717
YAL020C,0.246019,322,0.246019,718
YGL238W,0.244925,323,0.244925,719
YML114C,-0.244707,4977,0.244707,720
YDR524W-A,-0.243757,4976,0.243757,721
YOR275C,0.243572,324,0.243572,722
YLL003W,-0.24353,4975,0.24353,723
YGR086C,-0.243514,4974,0.243514,724
YDL240W,-0.242714,4973,0.242714,725
YGL068W,0.242478,325,0.242478,726
YOR249C,-0.24245,4972,0.24245,727
YFL038C,0.242272,326,0.242272,728
YPL232W,0.241806,327,0.241806,729
YHR187W,0.241391,328,0.241391,730
YBR111W-A,-0.241349,4971,0.241349,731
YGL120C,0.241181,329,0.241181,732
YMR161W,0.240404,330,0.240404,733
YMR058W,-0.24006,4970,0.24006,734
YFL005W,-0.239854,4969,0.239854,735
YKR072C,-0.239501,4968,0.239501,736
YNL246W,-0.239447,4967,0.239447,737
YPL031C,0.238837,331,0.238837,738
YDR369C,-0.238563,4966,0.238563,739
YNR030W,-0.238444,4965,0.238444,740
YDR099W,0.237765,332,0.237765,741
YDR394W,0.237505,333,0.237505,742
YER007W,0.237117,334,0.237117,743
YPL112C,-0.237036,4964,0.237036,744
YPR065W,-0.236805,4963,0.236805,745
YHR010W,-0.236734,4962,0.236734,746
YKR092C,-0.236485,4961,0.236485,747
YJL210W,-0.236152,4960,0.236152,748
YBR009C,-0.236007,4959,0.236007,749
YPL209C,0.235714,335,0.235714,750
YJR050W,0.235287,336,0.235287,751
YOR254C,-0.234752,4958,0.234752,752
YPL146C,0.234593,337,0.234593,753
YNL064C,-0.23435,4957,0.23435,754
YPL227C,-0.234293,4956,0.234293,755
YGL045W,0.234253,338,0.234253,756
YGR214W,0.234101,339,0.234101,757
YGR090W,0.233664,340,0.233664,758
YJL154C,-0.233662,4955,0.233662,759
YGL014W,-0.233461,4954,0.233461,760
YOR310C,0.233286,341,0.233286,761
YDL083C,0.233283,342,0.233283,762
YPL008W,0.232557,343,0.232557,763
YAL058W,-0.232543,4953,0.232543,764
YBL084C,0.231744,344,0.231744,765
YIL044C,-0.231228,4952,0.231228,766
YPR046W,-0.231194,4951,0.231194,767
YHR164C,0.231134,345,0.231134,768
YNL031C,-0.230674,4950,0.230674,769
YJL054W,-0.23062,4949,0.23062,770
YDR201W,0.230439,346,0.230439,771
YER081W,0.230368,347,0.230368,772
YOL003C,0.230229,348,0.230229,773
YPL233W,-0.229993,4948,0.229993,774
YCR044C,-0.229691,4947,0.229691,775
YKL191W,0.22928,349,0.22928,776
YBR256C,-0.228143,4946,0.228143,777
YLL008W,-0.228007,4945,0.228007,778
YOR030W,0.227871,350,0.227871,779
YBR048W,0.227352,351,0.227352,780
YNL206C,-0.227269,4944,0.227269,781
YML028W,-0.227146,4943,0.227146,782
YHR196W,-0.227106,4942,0.227106,783
YER061C,0.227068,352,0.227068,784
YGR252W,-0.226842,4941,0.226842,785
YIL103W,0.226781,353,0.226781,786
YBR202W,-0.22677,4940,0.22677,787
YBL059W,-0.226589,4939,0.226589,788
YMR304W,0.226542,354,0.226542,789
YDR072C,0.226309,355,0.226309,790
YML074C,0.226235,356,0.226235,791
YDR456W,-0.226148,4938,0.226148,792
YDR203W,0.226033,357,0.226033,793
YJL099W,-0.226024,4937,0.226024,794
YKL042W,-0.225292,4936,0.225292,795
YDL050C,0.2246,358,0.2246,796
YJL187C,0.224579,359,0.224579,797
YDL182W,0.224512,360,0.224512,798
YKL037W,-0.224466,4935,0.224466,799
YBR277C,-0.224355,4934,0.224355,800
YJR124C,-0.224272,4933,0.224272,801
YGL226W,-0.224084,4932,0.224084,802
YBL035C,0.22403,361,0.22403,803
YOL109W,0.22378,362,0.22378,804
YNL041C,-0.223436,4931,0.223436,805
YMR010W,0.223344,363,0.223344,806
YDR120C,0.222857,364,0.222857,807
YPL243W,0.222609,365,0.222609,808
YDR241W,-0.222603,4930,0.222603,809
YLR083C,0.222365,366,0.222365,810
YJL050W,0.221837,367,0.221837,811
YER125W,-0.221558,4929,0.221558,812
YLR195C,0.221425,368,0.221425,813
YPL081W,0.221219,369,0.221219,814
YLR361C,-0.221107,4928,0.221107,815
YLR371W,0.220868,370,0.220868,816
YPR178W,0.220813,371,0.220813,817
YBR107C,-0.220792,4927,0.220792,818
YER093C-A,-0.220717,4926,0.220717,819
YOR119C,-0.220653,4925,0.220653,820
YIL066C,0.220624,372,0.220624,821
YLR116W,-0.22058,4924,0.22058,822
YLR370C,-0.220275,4923,0.220275,823
YPL160W,0.220177,373,0.220177,824
YNL215W,-0.219912,4922,0.219912,825
YCL005W-A,-0.219864,4921,0.219864,826
YFL013W-A,-0.219826,4920,0.219826,827
YNL119W,0.219524,374,0.219524,828
YGL073W,0.219317,375,0.219317,829
YNR005C,-0.219136,4919,0.219136,830
YDR144C,-0.21891,4918,0.21891,831
YBL020W,0.218902,376,0.218902,832
YBL046W,-0.217949,4917,0.217949,833
YML090W,-0.217754,4916,0.217754,834
YDL232W,-0.217708,4915,0.217708,835
YML095C-A,0.217352,377,0.217352,836
YPL085W,-0.216992,4914,0.216992,837
YDL058W,0.21685,378,0.21685,838
YEL054C,0.216201,379,0.216201,839
YMR145C,0.216181,380,0.216181,840
YOR008C,-0.216177,4913,0.216177,841
YDR189W,-0.21581,4912,0.21581,842
YBR194W,0.215504,381,0.215504,843
YCR086W,-0.215477,4911,0.215477,844
YDL223C,-0.215394,4910,0.215394,845
YCL004W,0.215326,382,0.215326,846
YIL022W,-0.21483,4909,0.21483,847
YOR122C,-0.214654,4908,0.214654,848
YBL083C,-0.214213,4907,0.214213,849
YEL022W,-0.213731,4906,0.213731,850
YDR044W,-0.213681,4905,0.213681,851
YJL139C,-0.213673,4904,0.213673,852
YHR200W,0.213465,383,0.213465,853
YFL037W,-0.213194,4903,0.213194,854
YKL109W,-0.213052,4902,0.213052,855
YHR141C,-0.212603,4901,0.212603,856
YDR363W-A,0.212579,384,0.212579,857
YPR086W,-0.212569,4900,0.212569,858
YIL117C,-0.212541,4899,0.212541,859
YOR350C,-0.212405,4898,0.212405,860
YJR143C,-0.212145,4897,0.212145,861
YDR398W,-0.211992,4896,0.211992,862
YJL198W,0.21162,385,0.21162,863
YKR082W,-0.21155,4895,0.21155,864
YML007C-A,0.21139,386,0.21139,865
YBL071C,0.210921,387,0.210921,866
YNL137C,0.210765,388,0.210765,867
YHR009C,-0.210751,4894,0.210751,868
YER023W,-0.210681,4893,0.210681,869
YMR202W,0.210097,389,0.210097,870
YDR164C,0.210086,390,0.210086,871
YJL215C,0.210079,391,0.210079,872
YPR016C,0.209886,392,0.209886,873
YGL022W,0.209871,393,0.209871,874
YML036W,-0.209469,4892,0.209469,875
YDL235C,-0.208874,4891,0.208874,876
YDL171C,0.208844,394,0.208844,877
YOR217W,-0.208728,4890,0.208728,878
YNL136W,0.208713,395,0.208713,879
YHR152W,-0.208558,4889,0.208558,880
YPR085C,0.208415,396,0.208415,881
YCL010C,-0.20835,4888,0.20835,882
YOR026W,0.20834,397,0.20834,883
YGR065C,0.208236,398,0.208236,884
YLR436C,0.208105,399,0.208105,885
YPL261C,-0.207955,4887,0.207955,886
YPL183W-A,-0.207761,4886,0.207761,887
YDR349C,-0.207617,4885,0.207617,888
YML061C,-0.207334,4884,0.207334,889
YHR191C,0.207327,400,0.207327,890
YPR088C,0.207312,401,0.207312,891
YDR397C,-0.207294,4883,0.207294,892
YOL076W,0.20697,402,0.20697,893
YGL094C,0.206956,403,0.206956,894
YAL055W,-0.20694,4882,0.20694,895
YOR067C,-0.206508,4881,0.206508,896
YGL186C,0.206331,404,0.206331,897
YBL104C,-0.206139,4880,0.206139,898
YDL132W,0.206037,405,0.206037,899
YKR035W-A,-0.205929,4879,0.205929,900
YBR041W,-0.205756,4878,0.205756,901
YLL045C,-0.20567,4877,0.20567,902
YHR025W,0.205633,406,0.205633,903
YKL039W,0.205528,407,0.205528,904
YBR246W,0.205472,408,0.205472,905
YLR295C,0.205321,409,0.205321,906
YJR077C,-0.205179,4876,0.205179,907
YDL120W,-0.204879,4875,0.204879,908
YNL096C,0.204752,410,0.204752,909
YLR389C,0.204499,411,0.204499,910
YPL231W,0.204059,412,0.204059,911
YEL013W,0.203672,413,0.203672,912
YER111C,-0.202659,4874,0.202659,913
YCL016C,0.202652,414,0.202652,914
YMR163C,0.202147,415,0.202147,915
YER036C,-0.201987,4873,0.201987,916
YDL072C,0.201682,416,0.201682,917
YBR171W,-0.20151,4872,0.20151,918
YOL070C,-0.201507,4871,0.201507,919
YFR051C,0.201448,417,0.201448,920
YDR376W,0.201157,418,0.201157,921
YOL009C,0.201095,419,0.201095,922
YNL255C,0.200978,420,0.200978,923
YCL029C,0.200117,421,0.200117,924
YJR032W,0.200058,422,0.200058,925
YJR125C,-0.199807,4870,0.199807,926
YNL148C,0.199796,423,0.199796,927
YDR501W,-0.199769,4869,0.199769,928
YLR290C,-0.199626,4868,0.199626,929
YOL061W,-0.199538,4867,0.199538,930
YBR011C,-0.198931,4866,0.198931,931
YIL063C,-0.198838,4865,0.198838,932
YDR190C,0.198288,424,0.198288,933
YKR047W,-0.197758,4864,0.197758,934
YOR300W,-0.197708,4863,0.197708,935
YER019W,0.197505,425,0.197505,936
YDR006C,0.197255,426,0.197255,937
YKL083W,0.197093,427,0.197093,938
YJL195C,-0.196976,4862,0.196976,939
YBR229C,-0.196974,4861,0.196974,940
YEL058W,-0.196826,4860,0.196826,941
YGR264C,0.196691,428,0.196691,942
YGL057C,-0.196669,4859,0.196669,943
YHR058C,0.196642,429,0.196642,944
YFR046C,-0.196497,4858,0.196497,945
YIL101C,0.195936,430,0.195936,946
YHR085W,0.195814,431,0.195814,947
YAL053W,-0.195768,4857,0.195768,948
YBR243C,-0.195745,4856,0.195745,949
YCR020C-A,-0.195719,4855,0.195719,950
YER043C,-0.195308,4854,0.195308,951
YHR012W,-0.195298,4853,0.195298,952
YML124C,0.195016,432,0.195016,953
YPL105C,0.194801,433,0.194801,954
YER028C,0.194702,434,0.194702,955
YBR197C,0.19457,435,0.19457,956
YOL045W,0.194545,436,0.194545,957
YOL077C,0.194522,437,0.194522,958
YOL110W,0.19451,438,0.19451,959
YJR053W,0.194108,439,0.194108,960
YDR426C,0.194061,440,0.194061,961
YNL317W,0.193926,441,0.193926,962
YKR042W,-0.193567,4852,0.193567,963
YOL010W,-0.193517,4851,0.193517,964
YDR301W,0.193494,442,0.193494,965
YLR193C,-0.193382,4850,0.193382,966
YLR428C,-0.193212,4849,0.193212,967
YDR050C,-0.193133,4848,0.193133,968
YLR333C,0.192827,443,0.192827,969
YAR008W,0.192707,444,0.192707,970
YAL043C,0.192643,445,0.192643,971
YPR143W,0.192555,446,0.192555,972
YDR087C,-0.192461,4847,0.192461,973
YEL053C,0.192271,447,0.192271,974
YJL123C,0.192242,448,0.192242,975
YBL106C,-0.192175,4846,0.192175,976
YLR277C,-0.192058,4845,0.192058,977
YLR191W,-0.191785,4844,0.191785,978
YMR243C,0.191738,449,0.191738,979
YML064C,-0.191618,4843,0.191618,980
YLR426W,-0.191517,4842,0.191517,981
YER118C,0.191318,450,0.191318,982
YGL042C,-0.191242,4841,0.191242,983
YIL110W,-0.190997,4840,0.190997,984
YGL216W,0.190983,451,0.190983,985
YGR027C,0.19065,452,0.19065,986
YMR214W,-0.190643,4839,0.190643,987
YBL014C,0.190475,453,0.190475,988
YML056C,-0.190419,4838,0.190419,989
YPR144C,0.190367,454,0.190367,990
YDL076C,-0.190352,4837,0.190352,991
YMR235C,-0.190167,4836,0.190167,992
YDL028C,-0.190089,4835,0.190089,993
YHR018C,-0.189932,4834,0.189932,994
YHR116W,-0.189656,4833,0.189656,995
YFL013C,-0.189458,4832,0.189458,996
YLR374C,0.189308,455,0.189308,997
YBR071W,0.189166,456,0.189166,998
YML069W,-0.188866,4831,0.188866,999
YLR358C,-0.188714,4830,0.188714,1000
YHL031C,0.188517,457,0.188517,1001
YKL208W,-0.188338,4829,0.188338,1002
YBL061C,-0.188331,4828,0.188331,1003
YDL125C,-0.188295,4827,0.188295,1004
YIR010W,0.187627,458,0.187627,1005
YMR312W,0.187588,459,0.187588,1006
YPL210C,0.187355,460,0.187355,1007
YML049C,-0.187243,4826,0.187243,1008
YMR106C,-0.187164,4825,0.187164,1009
YGL194C,-0.187091,4824,0.187091,1010
YKL143W,0.186976,461,0.186976,1011
YIL035C,0.186966,462,0.186966,1012
YDR183W,0.186838,463,0.186838,1013
YHR005C,0.186761,464,0.186761,1014
YBR015C,0.186721,465,0.186721,1015
YKL025C,0.18662,466,0.18662,1016
YJL212C,0.186543,467,0.186543,1017
YDR288W,0.186436,468,0.186436,1018
YOL113W,0.185953,469,0.185953,1019
YHR008C,-0.185909,4823,0.185909,1020
YER059W,0.185856,470,0.185856,1021
YDR113C,-0.18583,4822,0.18583,1022
YDR248C,-0.185766,4821,0.185766,1023
YJR008W,0.185692,471,0.185692,1024
YLR008C,-0.185596,4820,0.185596,1025
YIL025C,0.185344,472,0.185344,1026
YDR345C,-0.185189,4819,0.185189,1027
YKR031C,0.184791,473,0.184791,1028
YKR099W,-0.1844,4818,0.1844,1029
YLR409C,-0.18422,4817,0.18422,1030
YPR053C,-0.183579,4816,0.183579,1031
YAL041W,0.183334,474,0.183334,1032
YMR036C,-0.18317,4815,0.18317,1033
YDR488C,-0.183064,4814,0.183064,1034
YAL046C,-0.183039,4813,0.183039,1035
YGR286C,0.182902,475,0.182902,1036
YER117W,0.182837,476,0.182837,1037
YOL046C,0.18282,477,0.18282,1038
YML079W,-0.182637,4812,0.182637,1039
YMR070W,0.182521,478,0.182521,1040
YGR058W,0.182495,479,0.182495,1041
YLR345W,0.182474,480,0.182474,1042
YHR205W,0.182462,481,0.182462,1043
YML083C,-0.182243,4811,0.182243,1044
YHR041C,-0.182242,4810,0.182242,1045
YOL025W,-0.182212,4809,0.182212,1046
YOR110W,-0.18221,4808,0.18221,1047
YPR066W,-0.182207,4807,0.182207,1048
YGL221C,0.181973,482,0.181973,1049
YDR211W,0.181891,483,0.181891,1050
YER149C,0.181359,484,0.181359,1051
YCR079W,-0.181137,4806,0.181137,1052
YMR261C,-0.181017,4805,0.181017,1053
YDR088C,0.180931,485,0.180931,1054
YKL079W,0.180851,486,0.180851,1055
YDR435C,-0.179294,4804,0.179294,1056
YBL089W,-0.17922,4803,0.17922,1057
YDR325W,0.178782,487,0.178782,1058
YLR077W,-0.17854,4802,0.17854,1059
YOR291W,0.178495,488,0.178495,1060
YPL011C,-0.178111,4801,0.178111,1061
YOR022C,-0.177982,4800,0.177982,1062
YOL008W,-0.177964,4799,0.177964,1063
YGL008C,0.177903,489,0.177903,1064
YFR002W,0.177705,490,0.177705,1065
YOR306C,0.177566,491,0.177566,1066
YGR279C,0.177522,492,0.177522,1067
YDL080C,-0.177302,4798,0.177302,1068
YDR346C,-0.177197,4797,0.177197,1069
YOL102C,0.177187,493,0.177187,1070
YER098W,-0.177088,4796,0.177088,1071
YDR487C,-0.176899,4795,0.176899,1072
YGR184C,0.176666,494,0.176666,1073
YHR142W,-0.176514,4794,0.176514,1074
YLR321C,-0.176311,4793,0.176311,1075
YNL135C,0.176195,495,0.176195,1076
YDR196C,0.176064,496,0.176064,1077
YGR246C,0.175754,497,0.175754,1078
YLL034C,-0.175659,4792,0.175659,1079
YBL004W,0.175655,498,0.175655,1080
YMR029C,0.175562,499,0.175562,1081
YHR166C,-0.175543,4791,0.175543,1082
YOL044W,-0.175542,4790,0.175542,1083
YJL033W,-0.175482,4789,0.175482,1084
YJR108W,-0.175342,4788,0.175342,1085
YLL049W,-0.1752,4787,0.1752,1086
YLR375W,0.174496,500,0.174496,1087
YLR237W,-0.174424,4786,0.174424,1088
YBR083W,0.174311,501,0.174311,1089
YLR367W,0.174272,502,0.174272,1090
YDR457W,-0.174269,4785,0.174269,1091
YMR053C,0.174177,503,0.174177,1092
YJL037W,0.174007,504,0.174007,1093
YPL143W,0.17379,505,0.17379,1094
YPR084W,-0.173706,4784,0.173706,1095
YNL123W,0.17362,506,0.17362,1096
YDL135C,0.173564,507,0.173564,1097
YDL206W,-0.173396,4783,0.173396,1098
YDL031W,0.173342,508,0.173342,1099
YPR035W,-0.173324,4782,0.173324,1100
YGR096W,-0.173301,4781,0.173301,1101
YKR008W,0.173204,509,0.173204,1102
YGL177W,0.173192,510,0.173192,1103
YHR158C,-0.17318,4780,0.17318,1104
YER027C,0.173033,511,0.173033,1105
YJL061W,-0.172998,4779,0.172998,1106
YMR013C,-0.172873,4778,0.172873,1107
YML027W,-0.172864,4777,0.172864,1108
YER091C,-0.172789,4776,0.172789,1109
YKL014C,0.17272,512,0.17272,1110
YMR225C,-0.17239,4775,0.17239,1111
YIL032C,0.172375,513,0.172375,1112
YML094W,0.172248,514,0.172248,1113
YGL160W,-0.171913,4774,0.171913,1114
YJR040W,0.171873,515,0.171873,1115
YBL076C,0.171732,516,0.171732,1116
YDR451C,-0.171709,4773,0.171709,1117
YML012W,-0.171407,4772,0.171407,1118
YOR014W,-0.171391,4771,0.171391,1119
YCR052W,-0.171374,4770,0.171374,1120
YLR391W,0.171354,517,0.171354,1121
YMR250W,0.171233,518,0.171233,1122
YGL203C,-0.171159,4769,0.171159,1123
YHR070W,0.171068,519,0.171068,1124
YDR348C,-0.170925,4768,0.170925,1125
YBL072C,-0.170843,4767,0.170843,1126
YDR417C,0.170361,520,0.170361,1127
YOR001W,0.170325,521,0.170325,1128
YPR074C,-0.170304,4766,0.170304,1129
YGR048W,0.170108,522,0.170108,1130
YCL009C,-0.17004,4765,0.17004,1131
YLR234W,-0.169932,4764,0.169932,1132
YBR260C,0.169616,523,0.169616,1133
YAL018C,-0.169596,4763,0.169596,1134
YAL012W,0.169592,524,0.169592,1135
YMR311C,0.169093,525,0.169093,1136
YKL213C,-0.168701,4762,0.168701,1137
YMR063W,0.168676,526,0.168676,1138
YDR512C,-0.168594,4761,0.168594,1139
YGR186W,0.168587,527,0.168587,1140
YLR372W,0.168556,528,0.168556,1141
YBL067C,0.168479,529,0.168479,1142
YAL025C,0.168415,530,0.168415,1143
YGL054C,0.168303,531,0.168303,1144
YNL053W,-0.168266,4760,0.168266,1145
YDR177W,0.168124,532,0.168124,1146
YLR412W,0.16778,533,0.16778,1147
YJL088W,-0.167777,4759,0.167777,1148
YOR141C,0.167543,534,0.167543,1149
YKR024C,0.16716,535,0.16716,1150
YBR195C,-0.167142,4758,0.167142,1151
YOR037W,-0.167049,4757,0.167049,1152
YLR033W,-0.166819,4756,0.166819,1153
YKL077W,0.166791,536,0.166791,1154
YMR241W,0.166614,537,0.166614,1155
YML104C,-0.166395,4755,0.166395,1156
YAL005C,0.165958,538,0.165958,1157
YKR084C,0.165908,539,0.165908,1158
YDR278C,-0.16539,4754,0.16539,1159
YOR006C,0.165278,540,0.165278,1160
YKR001C,0.165251,541,0.165251,1161
YLR434C,0.165134,542,0.165134,1162
YLR272C,-0.165099,4753,0.165099,1163
YGL179C,0.165014,543,0.165014,1164
YKL063C,0.164998,544,0.164998,1165
YKL204W,-0.16478,4752,0.16478,1166
YOL018C,0.164722,545,0.164722,1167
YGL147C,-0.164177,4751,0.164177,1168
YGL218W,0.164073,546,0.164073,1169
YPR029C,-0.16399,4750,0.16399,1170
YML122C,0.163832,547,0.163832,1171
YFR043C,-0.163813,4749,0.163813,1172
YNL098C,0.163748,548,0.163748,1173
YHR154W,-0.163581,4748,0.163581,1174
YMR026C,-0.163303,4747,0.163303,1175
YDR037W,-0.163296,4746,0.163296,1176
YDL051W,0.163113,549,0.163113,1177
YGL166W,0.163089,550,0.163089,1178
YKR073C,-0.16304,4745,0.16304,1179
YOR232W,-0.163016,4744,0.163016,1180
YNL039W,0.162974,551,0.162974,1181
YLR325C,0.162866,552,0.162866,1182
YJR035W,-0.162839,4743,0.162839,1183
YER119C-A,0.162817,553,0.162817,1184
YHR186C,-0.16281,4742,0.16281,1185
YLR323C,0.162421,554,0.162421,1186
YOR309C,-0.162285,4741,0.162285,1187
YNL147W,0.16199,555,0.16199,1188
YLR013W,0.161896,556,0.161896,1189
YBR298C,0.161623,557,0.161623,1190
YDR362C,0.161355,558,0.161355,1191
YPL267W,-0.161145,4740,0.161145,1192
YOL052C-A,-0.160995,4739,0.160995,1193
YFR025C,0.160929,559,0.160929,1194
YER062C,0.160921,560,0.160921,1195
YML107C,0.160534,561,0.160534,1196
YGL165C,0.160345,562,0.160345,1197
YGL223C,-0.16029,4738,0.16029,1198
YOL090W,-0.160141,4737,0.160141,1199
YDR156W,-0.160126,4736,0.160126,1200
YGL232W,0.160045,563,0.160045,1201
YCR054C,-0.16004,4735,0.16004,1202
YLR248W,0.159706,564,0.159706,1203
YPR174C,0.159699,565,0.159699,1204
YML063W,-0.159486,4734,0.159486,1205
YDL180W,0.159271,566,0.159271,1206
YMR200W,-0.159258,4733,0.159258,1207
YKL087C,-0.158915,4732,0.158915,1208
YNL251C,-0.158316,4731,0.158316,1209
YOR124C,-0.1581,4730,0.1581,1210
YGL201C,0.157718,567,0.157718,1211
YML123C,0.157531,568,0.157531,1212
YDR029W,-0.157524,4729,0.157524,1213
YKR016W,-0.157456,4728,0.157456,1214
YCR035C,0.157417,569,0.157417,1215
YDR506C,0.157417,570,0.157417,1216
YBR080C,0.157388,571,0.157388,1217
YBR201W,-0.157374,4727,0.157374,1218
YDL236W,0.157346,572,0.157346,1219
YER089C,0.157301,573,0.157301,1220
YMR014W,-0.157209,4726,0.157209,1221
YKL190W,0.156808,574,0.156808,1222
YGR227W,-0.156542,4725,0.156542,1223
YGR183C,-0.156426,4724,0.156426,1224
YKR095W,0.156356,575,0.156356,1225
YBR276C,0.156343,576,0.156343,1226
YOL139C,-0.156295,4723,0.156295,1227
YOR360C,0.156191,577,0.156191,1228
YGR147C,0.156006,578,0.156006,1229
YDL155W,-0.155921,4722,0.155921,1230
YMR153W,-0.155914,4721,0.155914,1231
YJR140C,0.155767,579,0.155767,1232
YER164W,0.155696,580,0.155696,1233
YOR341W,-0.155589,4720,0.155589,1234
YNL090W,0.155588,581,0.155588,1235
YBR061C,0.15545,582,0.15545,1236
YMR024W,-0.155304,4719,0.155304,1237
YGL181W,0.155207,583,0.155207,1238
YDR054C,-0.155185,4718,0.155185,1239
YGL241W,-0.155142,4717,0.155142,1240
YGR122C-A,0.155059,584,0.155059,1241
YLR316C,0.154945,585,0.154945,1242
YDR097C,-0.154873,4716,0.154873,1243
YML055W,-0.154665,4715,0.154665,1244
YDR076W,-0.154656,4714,0.154656,1245
YPR145W,-0.154555,4713,0.154555,1246
YLR249W,-0.154517,4712,0.154517,1247
YER105C,0.154441,586,0.154441,1248
YGR174C,-0.154279,4711,0.154279,1249
YJL046W,-0.154265,4710,0.154265,1250
YDR367W,0.154184,587,0.154184,1251
YKL186C,-0.154172,4709,0.154172,1252
